id,category,parent,name,questiontext,questiontextformat,generalfeedback,generalfeedbackformat,defaultmark,penalty,qtype,length,stamp,version,hidden,timecreated,timemodified,createdby,modifiedby,idnumber
94,19,0,Q11,"<p><span style=""font-size:10pt"">DNS (Domain Name System) usees what port?</span></p>",1,"<p><span style=""font-size:10pt"">DNS is port 53, more ports can be found here </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9115""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9115</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155754+6d30ou,assessment.accelerate-people.co.uk+201106155754+58N8X4,0,1604678274,1604678274,5,5,
95,19,0,Q12,"<p><span style=""font-size:10pt"">How many bits long are IPv4 and IPv6 addresses?</span></p>",1,"<p><span style=""font-size:10pt"">IPv4 is 32 bit, IPv6 is 128 bit</span><span style=""font-size:10pt"">, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9105""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9105</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+kkxLkO,assessment.accelerate-people.co.uk+201106155755+n3nIUx,0,1604678275,1604678275,5,5,
96,19,0,Q13,"<p><span style=""font-size:10pt"">What type of numbering system does IPv6 use when written in human readable format</span></p>",1,"<p><span style=""font-size:10pt"">IPv4, each octet consists of a decimal number ranging from 0 to 255. These numbers are typically separated by periods. In IPv6, addresses are expressed as a series of eight 4-character hexadecimal numbers, which represent 16 bits each (for a total of 128 bits). </span></p><p><span style=""font-size:10pt"">Please review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9105""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9105</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+Kgp82d,assessment.accelerate-people.co.uk+201106155755+Jddrpt,0,1604678275,1604678275,5,5,
97,19,0,Q14,"<p><span style=""font-size:10pt"">What is 2 to the power of 6? (This is the 7</span><span style=""font-size:10pt""><sup>th</sup></span><span style=""font-size:10pt""> binary bit)</span></p>",1,"<p><span style=""font-size:10pt"">2x2x2x2x2x2 = 64. Please review the notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9111""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9111</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+EzPZRx,assessment.accelerate-people.co.uk+201106155755+2vMRl9,0,1604678275,1604678275,5,5,
98,19,0,Q15,"<p><span style=""font-size:10pt"">Convert 234 into 8 bit binary. </span></p>",1,"<p><span style=""font-size:10pt"">Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+uo5v3E,assessment.accelerate-people.co.uk+201106155755+UiqNCv,0,1604678275,1604678275,5,5,
99,19,0,Q16,"<p><span style=""font-size:10pt"">Calculate 10110011 AND 11101110, then convert it to decimal.</span></p>",1,"<p><span style=""font-size:10pt"">10100010</span><span style=""font-size:10pt""> is the binary, remember AND requires both bits to be on. </span><span style=""font-size:10pt"">10100010</span><span style=""font-size:10pt""> in binary is 162. Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+BVmg3A,assessment.accelerate-people.co.uk+201106155755+84537v,0,1604678275,1604678275,5,5,
100,19,0,Q17,"<p><span style=""font-size:10pt"">Calculate 11110000 OR 00001111 and convert to decimal. Hint: You shouldn’t need a calculator for this one (but it’s OK if you do use one)</span></p>",1,"<p><span style=""font-size:10pt"">OR is either bit, so in this example we end up with 11111111, which we should know is 255 as this is the sum of all the 8 bits. Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+ja4OMZ,assessment.accelerate-people.co.uk+201106155755+W26grx,0,1604678275,1604678275,5,5,
101,19,0,Q18,"<p><span style=""font-size:10pt"">Calculate NOT </span><span style=""font-size:10pt"">10101010</span><span style=""font-size:10pt""> in binary. </span></p>",1,"<p><span style=""font-size:10pt"">NOT simply inverts the bits,</span><span style=""font-size:10pt""> note that sometimes the leading bit is omitted, as in this example. When there are less than 8 bits start at the lowest (on the left) and assume missing bits (on the right) are 0.</span></p><p><span style=""font-size:10pt"">Please use the calculator here </span><a href=""http://easyonlineconverter.com/converters/bitwise-calculator.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://easyonlineconverter.com/converters/bitwise-calculator.html</span></a></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+XzJ3HJ,assessment.accelerate-people.co.uk+201106155755+m83404,0,1604678275,1604678275,5,5,
102,19,0,Q19,"<p><span style=""font-size:10pt"">Identify the network part of this address: 192.168.100.50 / 16</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+wROxMq,assessment.accelerate-people.co.uk+201106155755+uzj89R,0,1604678275,1604678275,5,5,
103,19,0,Q20,"<p><span style=""font-size:10pt"">Identify the host part of this address: 172.16.0.30 / 8</span></p>",1,"<p><span style=""font-size:10pt"">Remember the host part is on the right and the network part is on the left, the CIDR (or subnet mask) tells you how many bits to apply to each, so in a /16 half is the host the other is the network part. In a /8 the first octet is the network part and the remaining /24 are the host parts. Refer to slides / presentation.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+TWN2Xp,assessment.accelerate-people.co.uk+201106155755+BsysVL,0,1604678275,1604678275,5,5,
104,19,0,Q21,"<p><span style=""font-size:10pt"">Which o</span><span style=""font-size:10pt"">f the following statements are true? (select </span><strong><span style=""font-size:10pt"">two</span></strong><span style=""font-size:10pt""> only)</span></p>",1,"<p><span style=""font-size:10pt"">The order is (from lowest to highest), Data, Voice, Video</span></p><p> </p>",1,2,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+RP9Lhc,assessment.accelerate-people.co.uk+201106155755+oys6WY,0,1604678275,1604678275,5,5,
105,19,0,Q22,"<p><span style=""font-size:10pt"">When playing a MMORPG (</span><span style=""font-size:10pt"">Massively multiplayer online role-playing game</span><span style=""font-size:10pt"">) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst you may experience a FPS loss in this example (due to the additional processing requirements), which may also contribute to a higher ping, the actual term for the variance in ping from one moment to the next is called Jitter. Lag is simply the time taken for the data to be received. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+G22XMA,assessment.accelerate-people.co.uk+201106155755+CkTHax,0,1604678275,1604678275,5,5,
106,19,0,Q23,"<p><span style=""font-size:10pt"">What type of address </span><span style=""font-size:10pt"">would you typically assign to a server?</span></p>",1,"<p><span style=""font-size:10pt"">A static address will usually be assigned on a server as we would not want these addresses to change.</span></p><p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9113""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9113</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+LlxUB7,assessment.accelerate-people.co.uk+201106155755+TMNEFt,0,1604678275,1604678275,5,5,
107,19,0,Q24,"<p><span style=""font-size:10pt"">When might you perform a reverse DNS lookup?</span></p>",1,"<p><span style=""font-size:10pt"">Forward DNS lookup is using an Internet domain name to find an IP address. Reverse DNS lookup is using an Internet IP address to find a domain name. ... An Internet facility that lets you do either forward or reverse DNS lookup yourself is called </span><span style=""font-size:10pt"">nslookup</span><span style=""font-size:10pt"">.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+Llk5hb,assessment.accelerate-people.co.uk+201106155755+XPsCWO,0,1604678275,1604678275,5,5,
108,19,0,Q25,"<p><span style=""font-size:10pt"">Why might you create a VLAN?</span></p>",1,"<p><span style=""font-size:10pt"">VLANs allow network traffic to seperated in to different broadcast domains, this reduces collisions, which is a good thing. The act of segmenting the network has many benefits, as we add more segments, or VLANs we are creating MORE broadcast domains which REDUCES the number of collisions. </span></p><p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9116""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9116</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+LAovva,assessment.accelerate-people.co.uk+201106155755+Tu6jGE,0,1604678275,1604678275,5,5,
109,19,0,Q26,"<p><span style=""font-size:10pt"">What devices would you TYPICALLY use to create a VLAN?</span></p>",1,"<p><span style=""font-size:10pt"">VLANs are essentially logic</span><span style=""font-size:10pt"">al</span><span style=""font-size:10pt""> groups of computers</span><span style=""font-size:10pt"">, VLAN operates by using the physical addresses of devices (MAC address), and uses ports (switches are designed to communicate to physical addresses) to send information. Switches are needed rather than routers as routers talk the language of TCP/IP (IP addresses and subnetting). It’s important to remember that CIDR/subnetting is a layer 3 (router) technology and VLANs are layer 2 (switch) technologies. Don’t worry too much about the OSI layers for this exam but it useful to help understand the differences.</span></p><p><span style=""font-size:10pt"">Additional reading here, </span><a href=""http://www.fiber-optic-transceiver-module.com/vlan-vs-subnet.html""><span class=""Hyperlink-H"" style=""font-size:10pt"">http://www.fiber-optic-transceiver-module.com/vlan-vs-subnet.html</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+eTGKoM,assessment.accelerate-people.co.uk+201106155755+wJILZJ,0,1604678275,1604678275,5,5,
110,19,0,Q27,"<p><span style=""font-size:10pt"">Where on a Linux system would the error logs be found?</span></p>",1,"<p><span style=""font-size:10pt"">/var/log is the main location linux uses to store all types of log files, these may be about mail/webservices/system etc. The main log file is called “messages”, this is default on most linux systems. Linux does not require extensions (although some log files may have one), the messages log file has no extension. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+5kpEPp,assessment.accelerate-people.co.uk+201106155755+zeklxJ,0,1604678275,1604678275,5,5,
111,19,0,Q28,"<p><span style=""font-size:10pt"">Check Disk (chkdsk)</span><span style=""font-size:10pt""> </span><span style=""font-size:10pt"">is a command run utility that is used on DOS and Microsoft Windows-based systems to check the file system</span><span style=""font-size:10pt"">, Linux has a similar command, what is it?</span></p>",1,"<p><span style=""font-size:10pt"">The system utility fsck (file system consistency check) is a tool for checking the consistency of a file system in Unix and Unix-like operating systems, such as Linux, macOS, and FreeBSD. A similar command, CHKDSK, exists in Microsoft Windows and (its ancestor) MS-DOS</span><span style=""font-size:10pt"">.</span></p><p> </p><p><span style=""font-size:10pt"">The other options listed are valid Linux commands and do relate to file systems, most specifically with the creation and management of partitions. </span><span style=""font-size:10pt"">Gparted</span><span style=""font-size:10pt""> can be used on both Windows and Linux. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+33v2ss,assessment.accelerate-people.co.uk+201106155755+vVjDYI,0,1604678275,1604678275,5,5,
112,19,0,Q29,"<p><span style=""font-size:10pt"">What is the maximum individual file size on a FAT32 partition</span></p>",1,"<p><span style=""font-size:10pt"">Individual files on a FAT32 drive can't be over 4 GB in size—that's the maximum. A FAT32 partition must also be less than 8 TB, which admittedly is less of a limitation unless you're using super-high-capacity drive</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+ZiuSZE,assessment.accelerate-people.co.uk+201106155755+HLGT6l,0,1604678275,1604678275,5,5,
113,19,0,Q30,"<p><span style=""font-size:10pt"">Which of the following matches this definition “</span><span style=""font-size:10pt"">New product functionality that is first distributed outside the context of a product release and that is typically included in the next full product </span><span style=""font-size:10pt"">release.</span><span style=""font-size:10pt"">”</span></p>",1,"<p><span style=""font-size:10pt"">Review notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9093""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9093</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+nanoKN,assessment.accelerate-people.co.uk+201106155755+cmjLRE,0,1604678275,1604678275,5,5,
114,19,0,Q31,"<p><span style=""font-size:10pt"">A Windows service is a computer program that operates in the background. It is similar in concept to </span><span style=""font-size:10pt"">what in Linux?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+0ZHJhj,assessment.accelerate-people.co.uk+201106155755+nLX8tW,0,1604678275,1604678275,5,5,
115,19,0,Q32,"<p><span style=""font-size:10pt"">What is the correct t</span><span style=""font-size:10pt"">ypical status sequences of maintenance tasks</span></p>",1,"<p><span style=""font-size:10pt"">open - initial recording of task</span><span style=""font-size:10pt""> (</span><span style=""font-size:10pt"">    customer details</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">description of task</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">time</span><span style=""font-size:10pt"">, </span><span style=""font-size:10pt"">business impact</span><span style=""font-size:10pt"">, s</span><span style=""font-size:10pt"">ystem(s) impacted</span><span style=""font-size:10pt"">)</span></p><p><span style=""font-size:10pt"">pending - waiting further input or information needed to progress</span></p><p><span style=""font-size:10pt"">fixed - awaiting confirmation an issue is resolved</span></p><p><span style=""font-size:10pt"">escalation - send the task to a more technically specialised team or more senior member of staff</span></p><p><span style=""font-size:10pt"">closed - confirmed complete with documented diagnosis and fix</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+8VNFvC,assessment.accelerate-people.co.uk+201106155755+BlrnR7,0,1604678275,1604678275,5,5,
116,19,0,Q33,"<p><span style=""font-size:10pt"">Consider the following tasks, which would you do first? </span></p>",1,"<p><span style=""font-size:10pt"">Whilst all these jobs are important you must prioritize tasks according to business impact and number of users affected, one user is less important (regardless of who they are) than multiple users, you must also consider the impact the problem could have on an important sales meeting. This problem is “live” and must be resolved asap. Software updates would likely not prevent users accessing their system. Review the notes here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9090""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9090</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+N28Dwt,assessment.accelerate-people.co.uk+201106155755+DesgRs,0,1604678275,1604678275,5,5,
117,19,0,Q34,"<p><span style=""font-size:10pt"">What </span><span style=""font-size:10pt"">is a commitment between a service provider and a client</span></p>",1,"<p><span style=""font-size:10pt"">A service-level agreement (SLA) is a commitment between a service provider and a client. Particular aspects of the service – quality, availability, responsibilities – are agreed between the service provider and the service user.</span><span style=""font-size:10pt""> </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9089""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9089</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+g6H4E9,assessment.accelerate-people.co.uk+201106155755+gD49Yn,0,1604678275,1604678275,5,5,
118,19,0,Q35,"<p><span style=""font-size:10pt"">What is true when considering personal and permiter firewalls?</span></p>",1,"<p><span style=""font-size:10pt"">Overall Feedback</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+Kq8w4h,assessment.accelerate-people.co.uk+201106155755+tis5H9,0,1604678275,1604678275,5,5,
119,19,0,Q36,"<p><span style=""font-size:10pt"">You need to securely connect to the console of a firewall in the company in order to add some rules, this firewall does not have a web/graphical interface, which remote support protocol or service would be best suited? </span></p>",1,"<p><span style=""font-size:10pt"">RDP stands for Remote Desktop Protocol. It is a proprietary protocol built by Microsoft to let users graphically control a remote computer.</span></p><p><span style=""font-size:10pt"">VNC stands for Virtual Network Computing. It’s an open platform independent graphical desktop sharing system designed to remotely control another computer. </span></p><p><span style=""font-size:10pt"">SSH, also known as Secure Socket Shell, is a network protocol that provides administrators with a secure way to access a remote computer. SSH also refers to the suite of utilities that implement the protocol. Most Linux computers will use SSH, there are also many devices such as firewalls and switches that can be accessed using SSH.</span></p><p><span style=""font-size:10pt"">Telnet is also worth a mention here as it can also be used to connect to devices, however telnet is not a secure connection and so it's use must be carefully considered.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201106155755+fEBWo9,assessment.accelerate-people.co.uk+201106155755+USZq4i,0,1604678275,1604678275,5,5,
120,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107142932+nyr5k9,assessment.accelerate-people.co.uk+201107142932+7OJH6b,0,1604759372,1604759372,5,5,
121,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107143110+BPOrYh,assessment.accelerate-people.co.uk+201107143110+srrMls,0,1604759470,1604759470,5,5,
122,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107143242+bSsKmB,assessment.accelerate-people.co.uk+201107143242+U0NbJx,0,1604759562,1604759562,5,5,
123,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107143420+7FfYaM,assessment.accelerate-people.co.uk+201107143420+evXiOX,0,1604759660,1604759660,5,5,
124,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107143538+1ead67,assessment.accelerate-people.co.uk+201107143538+vxP9jZ,0,1604759738,1604759738,5,5,
125,23,0,Question 01 (MC),<p>[Question text]</p>,1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107144735+a5hkno,assessment.accelerate-people.co.uk+201107144735+Vqm6RE,0,1604760455,1604760455,5,5,
126,24,0,Question 01 (MC),<p>[Question text]</p>,1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107145232+pGyKkE,assessment.accelerate-people.co.uk+201107145232+tTe7gU,0,1604760752,1604760752,5,5,
127,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107150431+etPZwD,assessment.accelerate-people.co.uk+201107150431+TiNKoZ,0,1604761471,1604761471,5,5,
128,22,0,"No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""","No questions imported because the language of the labels in the Word file does not match your current Moodle interface language. """" != ""en""",1,,1,0,0,description,0,assessment.accelerate-people.co.uk+201107150509+kYQpNl,assessment.accelerate-people.co.uk+201107150509+VvVZyM,0,1604761509,1604761509,5,5,
129,24,0,Question 01 (MC),<p>[Question text]</p>,1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107150608+P16qCv,assessment.accelerate-people.co.uk+201107150608+Faoy9o,0,1604761568,1604761568,5,5,
130,24,0,Question 01 (MC),<p>[Question text]</p>,1,,1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107151629+jo3jdv,assessment.accelerate-people.co.uk+201107151629+NQHDpf,0,1604762189,1604762189,5,5,
131,19,0,Q1,"<p><span style=""font-size:10pt"">Which of these is NOT a </span><strong><span style=""font-size:10pt"">common</span></strong><span style=""font-size:10pt""> type of record you </span><span style=""font-size:10pt"">would</span><span style=""font-size:10pt""> keep in your computer maintenance system</span></p>",1,"<p><span style=""font-size:10pt"">Software information may be stored but is not a common item to be recorded. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+7UzwCO,assessment.accelerate-people.co.uk+201107153214+8CYysY,0,1604763134,1604763134,5,5,
132,19,0,Q2,"<p><span style=""font-size:10pt"">Which of these is NOT a purpose for keeping maintenance records</span></p>",1,"<p><span style=""font-size:10pt"">Whilst it is likely you will have some organisational guidelines in place which may or may not include maintenance processes this is not the REASON you would keep the records.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+g7q9s2,assessment.accelerate-people.co.uk+201107153214+Y0beF6,0,1604763134,1604763134,5,5,
133,19,0,Q3,"<p><span style=""font-size:10pt"">A </span><span style=""font-size:10pt"">NIC (Network Interface Card) - Also referred to as an Ethernet card</span><span style=""font-size:10pt""> is a basic computer component, </span><span style=""font-size:10pt"">a NIC will be given a hardware address, which is unique, what is a valid example of this address?</span></p>",1,"<p><span style=""font-size:10pt"">MAC Address is a 12-digit hexadecimal number (6-Byte binary number), which is mostly represented by Colon-Hexadecimal notation. First 6-digits (say 00:40:96) of MAC Address identifies the manufacturer, called as OUI (Organizational Unique Identifier).</span><span style=""font-size:10pt""> Hex numbers run from 0 to F, anything above F is not valid (so G in this example is not valid)</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+VgXUxx,assessment.accelerate-people.co.uk+201107153214+JadHQM,0,1604763134,1604763134,5,5,
134,19,0,Q4,"<p><span style=""font-size:10pt"">Read the descriptions below, which is incorrect?</span></p>",1,"<p><span style=""font-size:10pt"">Web Proxy Server: A proxy server sits between a client program (typically a Web browser) and an external server (typically another server on the Web) to filter requests, improve performance, and share connections.</span><span style=""font-size:10pt""> Whilst a web proxy can perform a degree of load balancing it is not its exclusive/primary purpose. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+f7xDXo,assessment.accelerate-people.co.uk+201107153214+Qr6LAt,0,1604763134,1604763134,5,5,
135,19,0,Q5,"<p><span style=""font-size:10pt"">A network is defined as a group of two or more computer systems linked together</span><span style=""font-size:10pt"">, which of the following is NOT a valid computer network type?</span></p>",1,"<p><span style=""font-size:10pt"">local-area networks (LANs): The computers are geographically close together (that is, in the same building).</span></p><p><span style=""font-size:10pt"">wide-area networks (WANs): The computers are farther apart and are connected by telephone lines or radio waves.</span></p><p><span style=""font-size:10pt"">campus-area networks (CANs): The computers are within a limited geographic area, such as a campus or military base.</span></p><p><span style=""font-size:10pt"">metropolitan-area networks (MANs): A data network designed for a town or city.</span></p><p><span style=""font-size:10pt"">home-area networks (HANs): A network contained within a user's home that connects a person's digital devices.</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+opgyF2,assessment.accelerate-people.co.uk+201107153214+MtXymb,0,1604763134,1604763134,5,5,
136,19,0,Q6,"<p><span style=""font-size:10pt"">Which service model would you be using to access your emails through a browser?</span></p>",1,"<p><span style=""font-size:10pt"">Please review notes and diagram here </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9098""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9098</span></a><span style=""font-size:10pt""> </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+CojNI8,assessment.accelerate-people.co.uk+201107153214+pk6ww4,0,1604763134,1604763134,5,5,
137,19,0,Q7,"<p><span style=""font-size:10pt"">Which is true of a class B network?</span></p>",1,"<p><span style=""font-size:10pt"">Class A - supports 16 million hosts on each of 126 networks</span></p><p><span style=""font-size:10pt"">Class B - supports 65,000 hosts on each of 16,000 networks</span></p><p><span style=""font-size:10pt"">Class C - supports 254 hosts on each of 2 million networks</span></p><p><span style=""font-size:10pt"">Class D is used for </span><span style=""font-size:10pt"">muticast</span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+RktiBH,assessment.accelerate-people.co.uk+201107153214+kldOuR,0,1604763134,1604763134,5,5,
138,19,0,Q8,"<p><span style=""font-size:10pt"">What are the correct ranges for classes A,B and C networks?</span></p>",1,"<p><span style=""font-size:10pt"">We usually simplify to the following, but the question is correct, the summart below is simplified to the first “octet” </span></p><p><span style=""font-size:10pt"">Class A – 1 to 126</span></p><p><span style=""font-size:10pt"">Class B – 128 to 191</span></p><p><span style=""font-size:10pt"">Class C – 192 to 223 </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+zjMIIA,assessment.accelerate-people.co.uk+201107153214+cK5X6E,0,1604763134,1604763134,5,5,
139,19,0,Q9,"<p><span style=""font-size:10pt"">How might you go about finding out your EXTERNAL IP address on a Windows system?</span></p>",1,"<p><span style=""font-size:10pt"">Be sure to understand the difference between external and internal addresses, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a> </p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+hHUa0k,assessment.accelerate-people.co.uk+201107153214+QdiG53,0,1604763134,1604763134,5,5,
140,19,0,Q10,"<p><span style=""font-size:10pt"">Consider the following CIDR notations and their correspondong subnet masks, one of these does not match, which is it?</span></p>",1,"<p><span style=""font-size:10pt"">Please review the table here, </span><a href=""https://vle.tdm.co.uk/mod/page/view.php?id=9104""><span class=""Hyperlink-H"" style=""font-size:10pt"">https://vle.tdm.co.uk/mod/page/view.php?id=9104</span></a><span style=""font-size:10pt""> </span></p><p><span style=""font-size:10pt"">The CIDR is essentially the number of 1’s used to make the address, so 255 is 8 bits of 1, so each 255 octet is worth 8. 255 = 8, 255.255 = 16 and so on. </span></p>",1,1,0.3333333,multichoice,1,assessment.accelerate-people.co.uk+201107153214+u7Ivxg,assessment.accelerate-people.co.uk+201107153214+gVgrWt,0,1604763134,1604763134,5,5,
